623B.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
643E.fasta_final-viral-boundary.tsv	NODE_5_length_346185_cov_23.753794	161	174	214214	227922	0.887	0.887	161	174	214214	227922	0.887	0.96	1	1	288	455	346184	0.167	0.0	11.5	0.0	19.2	11.5	57.7	1	dsDNAphage	linear	NODE_5_length_346185_cov_23.753794||0_partial	0.887	dsDNAphage
643E.fasta_final-viral-boundary.tsv	NODE_3_length_426691_cov_24.093319	341	367	404624	426691	0.947	0.947	341	367	404624	426691	0.947	0.947	1	1	367	176	426691	0.267	0.0	7.4	0.0	29.6	7.4	55.6	4	dsDNAphage	linear	NODE_3_length_426691_cov_24.093319||0_partial	0.947	dsDNAphage
643E.fasta_final-viral-boundary.tsv	NODE_18_length_119266_cov_24.188432	87	108	98386	119266	0.933	0.947	87	108	98386	119266	0.933	0.973	1	1	108	2	119266	0.533	0.0	22.7	0.0	45.5	4.5	27.3	4	dsDNAphage	linear	NODE_18_length_119266_cov_24.188432||0_partial	0.933	dsDNAphage
643E.fasta_final-viral-boundary.tsv	NODE_16_length_135289_cov_24.588113	45	97	46443	92118	0.88	0.88	45	97	46443	92118	0.88	0.973	1	1	134	144	135074	0.573	0.0	32.3	0.0	32.3	27.7	7.7	11	dsDNAphage	linear	NODE_16_length_135289_cov_24.588113||0_partial	0.88	dsDNAphage
CP10A.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP10A.fasta_final-viral-boundary.tsv	NODE_48_length_1265_cov_83.803872	1	2	2	1212	1.0	1.0	1	2	2	1212	NA	NA	0	1	2	2	1212	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_48_length_1265_cov_83.803872||full	1.0	ssDNA
CP10A.fasta_final-viral-boundary.tsv	NODE_9_length_258639_cov_20.295337	21	100	20280	99725	0.907	0.927	21	100	20280	99725	0.907	1.0	1	1	261	287	258474	0.473	0.0	29.3	0.0	32.6	19.6	18.5	7	dsDNAphage	linear	NODE_9_length_258639_cov_20.295337||0_partial	0.907	dsDNAphage
CP10A.fasta_final-viral-boundary.tsv	NODE_1_length_691052_cov_20.889507	528	626	615319	689082	0.953	0.987	528	627	615319	690932	0.927	1.0	1	1	627	1	690932	0.46	0.0	19.0	0.0	30.0	16.0	35.0	8	dsDNAphage	linear	NODE_1_length_691052_cov_20.889507||0_partial	0.953	dsDNAphage
CP10A.fasta_final-viral-boundary.tsv	NODE_12_length_204703_cov_20.871463	65	112	69308	111777	0.853	0.86	65	112	69308	111777	0.853	0.94	1	1	173	274	204469	0.453	0.0	33.3	0.0	30.0	25.0	11.7	11	dsDNAphage	linear	NODE_12_length_204703_cov_20.871463||0_partial	0.853	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP13A.fasta_final-viral-boundary.tsv	NODE_63_length_1212_cov_67.400000	1	2	42	1204	1.0	1.0	1	2	42	1204	NA	NA	0	1	2	42	1204	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_63_length_1212_cov_67.400000||full	1.0	ssDNA
CP13A.fasta_final-viral-boundary.tsv	NODE_61_length_2108_cov_44.172821	1	3	57	2106	0.987	0.987	1	3	57	2106	NA	NA	0	1	3	57	2106	0.987	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	NODE_61_length_2108_cov_44.172821||full	0.987	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_59_length_2673_cov_35.786210	1	3	2	2672	1.0	1.0	1	3	2	2672	NA	NA	0	1	3	2	2672	1.0	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	NODE_59_length_2673_cov_35.786210||full	1.0	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_57_length_3564_cov_53.943218	1	7	2	3562	0.92	0.92	1	7	2	3562	NA	NA	0	1	7	2	3562	0.92	0.0	14.3	0.0	28.6	14.3	42.9	1	dsDNAphage	linear	NODE_57_length_3564_cov_53.943218||full	0.92	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_40_length_37589_cov_267.463238	1	51	270	37072	0.993	1.0	1	51	270	37072	NA	NA	0	1	51	270	37072	0.993	0.0	2.0	0.0	74.5	2.0	21.6	16	dsDNAphage	linear	NODE_40_length_37589_cov_267.463238||full	0.993	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_23_length_111273_cov_20.020351	1	106	632	111201	0.827	0.853	1	106	632	111201	NA	NA	0	1	106	632	111201	0.827	0.0	32.1	0.0	28.3	22.6	17.0	7	dsDNAphage	linear	NODE_23_length_111273_cov_20.020351||full	0.827	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_4_length_466576_cov_20.415053	357	453	391208	461768	0.9	0.933	357	453	391208	461768	0.9	1.0	1	1	457	88	466473	0.48	0.0	24.8	0.0	27.7	14.9	32.7	11	dsDNAphage	linear	NODE_4_length_466576_cov_20.415053||0_partial	0.9	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_38_length_45880_cov_21.570574	34	50	34663	45878	0.973	0.973	34	50	34663	45878	0.973	1.0	1	1	50	101	45878	0.52	0.0	17.6	0.0	29.4	5.9	47.1	4	dsDNAphage	linear	NODE_38_length_45880_cov_21.570574||0_partial	0.973	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_2_length_561798_cov_21.101096	240	424	278936	435524	0.9	0.913	240	424	278936	435524	0.9	1.0	1	1	553	268	561662	0.547	0.0	16.2	0.5	42.6	11.2	29.4	27	dsDNAphage	linear	NODE_2_length_561798_cov_21.101096||0_partial	0.9	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_2_length_561798_cov_21.101096	426	470	436785	470672	0.933	0.973	425	470	435648	470672	0.9	0.993	1	1	553	268	561662	0.547	0.0	29.3	1.7	27.6	13.8	27.6	1	dsDNAphage	linear	NODE_2_length_561798_cov_21.101096||1_partial	0.933	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_21_length_122661_cov_21.838445	1	30	3	23418	0.893	0.94	1	30	3	23418	0.893	0.987	1	1	123	3	122546	0.307	0.0	23.8	0.0	26.2	16.7	33.3	2	dsDNAphage	linear	NODE_21_length_122661_cov_21.838445||0_partial	0.893	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_18_length_136058_cov_21.377060	80	114	75863	103171	0.9	0.92	80	114	75863	103171	0.9	1.0	1	1	141	549	136058	0.24	0.0	38.3	0.0	21.3	8.5	31.9	1	dsDNAphage	linear	NODE_18_length_136058_cov_21.377060||0_partial	0.9	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_17_length_136195_cov_38.509536	38	51	28152	38850	0.927	0.927	38	51	28152	38850	0.927	0.927	1	1	148	1	136090	0.487	0.0	53.8	0.0	11.5	0.0	34.6	1	dsDNAphage	linear	NODE_17_length_136195_cov_38.509536||0_partial	0.927	dsDNAphage
CP13A.fasta_final-viral-boundary.tsv	NODE_14_length_142455_cov_21.088616	66	109	69633	108235	0.887	0.933	66	109	69633	108235	0.887	0.967	1	1	140	101	142307	0.46	0.0	37.5	0.0	28.6	21.4	12.5	10	dsDNAphage	linear	NODE_14_length_142455_cov_21.088616||0_partial	0.887	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP15C.fasta_final-viral-boundary.tsv	NODE_67_length_924_cov_22.684770	1	2	3	916	0.98	0.98	1	2	3	916	NA	NA	0	1	2	3	916	0.98	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	NODE_67_length_924_cov_22.684770||full	0.98	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_63_length_1212_cov_45.846696	1	2	42	1204	1.0	1.0	1	2	42	1204	NA	NA	0	1	2	42	1204	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_63_length_1212_cov_45.846696||full	1.0	ssDNA
CP15C.fasta_final-viral-boundary.tsv	NODE_58_length_2108_cov_28.701132	1	3	3	2052	0.987	0.987	1	3	3	2052	NA	NA	0	1	3	3	2052	0.987	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	NODE_58_length_2108_cov_28.701132||full	0.987	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_56_length_3564_cov_35.661600	1	7	3	3563	0.92	0.92	1	7	3	3563	NA	NA	0	1	7	3	3563	0.92	0.0	14.3	0.0	28.6	14.3	42.9	1	dsDNAphage	linear	NODE_56_length_3564_cov_35.661600||full	0.92	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_39_length_37762_cov_129.630543	1	51	443	37245	0.993	1.0	1	51	443	37245	NA	NA	0	1	51	443	37245	0.993	0.0	2.0	0.0	74.5	2.0	21.6	16	dsDNAphage	linear	NODE_39_length_37762_cov_129.630543||full	0.993	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_8_length_257432_cov_14.744310	203	255	203152	250564	0.9	0.933	203	255	203152	250564	0.9	1.0	1	1	260	172	256801	0.453	0.0	27.6	0.0	36.2	15.5	20.7	7	dsDNAphage	linear	NODE_8_length_257432_cov_14.744310||0_partial	0.9	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_6_length_306350_cov_15.639740	230	266	242993	272189	0.907	0.947	230	266	242993	272189	0.907	1.0	1	1	294	493	306349	0.187	0.0	38.8	0.0	22.4	6.1	32.7	1	dsDNAphage	linear	NODE_6_length_306350_cov_15.639740||0_partial	0.907	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_5_length_367684_cov_15.126565	41	126	32478	107737	0.907	0.953	41	129	32478	110388	0.9	1.0	1	1	348	95	367683	0.493	0.0	32.7	0.0	28.7	9.9	28.7	11	dsDNAphage	linear	NODE_5_length_367684_cov_15.126565||0_partial	0.907	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_2_length_561873_cov_15.748749	202	344	193609	315230	0.867	0.893	202	344	193609	315230	0.867	0.96	1	1	553	137	561692	0.547	0.0	27.1	0.0	33.5	12.9	26.5	11	dsDNAphage	linear	NODE_2_length_561873_cov_15.748749||0_partial	0.867	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_2_length_561873_cov_15.748749	97	199	104570	190853	0.927	0.973	97	200	104570	191555	0.907	1.0	1	1	553	137	561692	0.547	0.0	17.2	0.9	37.9	11.2	32.8	18	dsDNAphage	linear	NODE_2_length_561873_cov_15.748749||1_partial	0.927	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_26_length_74898_cov_15.606434	1	16	3	12479	0.973	0.973	1	16	3	12479	0.973	0.98	1	1	79	3	74592	0.333	0.0	21.4	0.0	10.7	28.6	39.3	2	dsDNAphage	linear	NODE_26_length_74898_cov_15.606434||0_partial	0.973	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_18_length_126077_cov_15.743810	108	126	111432	125981	0.973	0.973	108	126	111432	125981	0.973	0.993	1	1	126	116	125981	0.327	0.0	10.5	0.0	42.1	0.0	47.4	3	dsDNAphage	linear	NODE_18_length_126077_cov_15.743810||0_partial	0.973	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_16_length_136195_cov_26.509653	38	51	28152	38850	0.927	0.927	38	51	28152	38850	0.927	0.927	1	1	148	1	136090	0.487	0.0	53.8	0.0	11.5	0.0	34.6	1	dsDNAphage	linear	NODE_16_length_136195_cov_26.509653||0_partial	0.927	dsDNAphage
CP15C.fasta_final-viral-boundary.tsv	NODE_15_length_142756_cov_15.238998	40	80	40205	76614	0.893	0.927	40	81	40205	77665	0.88	0.973	1	1	140	149	142656	0.467	0.0	27.8	0.0	31.5	31.5	9.3	10	dsDNAphage	linear	NODE_15_length_142756_cov_15.238998||0_partial	0.893	dsDNAphage
CP17D.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP17D.fasta_final-viral-boundary.tsv	NODE_61_length_1235_cov_73.098446	1	2	2	1212	1.0	1.0	1	2	2	1212	NA	NA	0	1	2	2	1212	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_61_length_1235_cov_73.098446||full	1.0	ssDNA
CP17D.fasta_final-viral-boundary.tsv	NODE_40_length_41112_cov_16.482637	1	52	183	41112	0.96	1.0	1	52	183	41112	NA	NA	0	1	52	183	41112	0.96	0.0	15.4	0.0	53.8	3.8	26.9	18	dsDNAphage	linear	NODE_40_length_41112_cov_16.482637||full	0.96	dsDNAphage
CP17D.fasta_final-viral-boundary.tsv	NODE_2_length_685304_cov_17.879546	562	627	593682	653930	0.907	0.933	562	627	593682	653930	0.907	1.0	1	1	658	424	685303	0.293	0.0	35.9	0.0	30.8	14.1	19.2	8	dsDNAphage	linear	NODE_2_length_685304_cov_17.879546||0_partial	0.907	dsDNAphage
CP17D.fasta_final-viral-boundary.tsv	NODE_14_length_145223_cov_16.899115	68	113	72270	113491	0.867	0.88	68	113	72270	113491	0.867	0.96	1	1	143	2	145044	0.567	0.0	36.2	0.0	29.3	22.4	12.1	10	dsDNAphage	linear	NODE_14_length_145223_cov_16.899115||0_partial	0.867	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP19F2.fasta_final-viral-boundary.tsv	NODE_63_length_1212_cov_78.066960	1	2	42	1204	1.0	1.0	1	2	42	1204	NA	NA	0	1	2	42	1204	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_63_length_1212_cov_78.066960||full	1.0	ssDNA
CP19F2.fasta_final-viral-boundary.tsv	NODE_59_length_2108_cov_45.078779	1	3	57	2106	0.987	0.987	1	3	57	2106	NA	NA	0	1	3	57	2106	0.987	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	NODE_59_length_2108_cov_45.078779||full	0.987	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_57_length_3564_cov_58.701749	1	7	3	3563	0.92	0.92	1	7	3	3563	NA	NA	0	1	7	3	3563	0.92	0.0	14.3	0.0	28.6	14.3	42.9	1	dsDNAphage	linear	NODE_57_length_3564_cov_58.701749||full	0.92	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_55_length_4231_cov_35.158402	1	5	30	4231	0.96	0.96	1	5	30	4231	NA	NA	0	1	5	30	4231	0.96	0.0	20.0	0.0	60.0	0.0	20.0	2	dsDNAphage	linear	NODE_55_length_4231_cov_35.158402||full	0.96	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_36_length_37599_cov_200.844225	1	51	519	37321	0.993	1.0	1	51	519	37321	NA	NA	0	1	51	519	37321	0.993	0.0	2.0	0.0	74.5	2.0	21.6	16	dsDNAphage	linear	NODE_36_length_37599_cov_200.844225||full	0.993	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_29_length_58558_cov_21.891897	1	62	632	58407	0.867	0.9	1	62	632	58407	NA	NA	0	1	62	632	58407	0.867	0.0	27.4	0.0	35.5	17.7	19.4	7	dsDNAphage	linear	NODE_29_length_58558_cov_21.891897||full	0.867	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_8_length_306315_cov_23.823575	38	74	41973	71358	0.94	0.96	38	75	41973	72452	0.9	1.0	1	1	293	2	305823	0.187	0.0	28.0	0.0	22.0	2.0	48.0	1	dsDNAphage	linear	NODE_8_length_306315_cov_23.823575||0_partial	0.94	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_6_length_327972_cov_23.337227	40	80	40057	76466	0.893	0.927	40	81	40057	77517	0.88	0.973	1	1	303	149	327605	0.333	0.0	27.8	0.0	31.5	31.5	9.3	10	dsDNAphage	linear	NODE_6_length_327972_cov_23.337227||0_partial	0.893	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_4_length_493506_cov_22.442655	63	148	59330	134589	0.907	0.953	63	151	59330	137240	0.9	1.0	1	1	479	366	493419	0.513	0.0	32.7	0.0	28.7	9.9	28.7	11	dsDNAphage	linear	NODE_4_length_493506_cov_22.442655||0_partial	0.907	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_33_length_45862_cov_24.677995	34	50	34645	45860	0.973	0.973	34	50	34645	45860	0.973	1.0	1	1	50	169	45860	0.52	0.0	17.6	0.0	29.4	5.9	47.1	4	dsDNAphage	linear	NODE_33_length_45862_cov_24.677995||0_partial	0.973	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_2_length_561142_cov_23.083689	202	344	193108	314729	0.867	0.893	202	344	193108	314729	0.867	0.96	1	1	553	137	560961	0.547	0.0	27.1	0.0	33.5	12.9	26.5	11	dsDNAphage	linear	NODE_2_length_561142_cov_23.083689||0_partial	0.867	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_2_length_561142_cov_23.083689	97	199	104069	190352	0.927	0.973	97	200	104069	191054	0.907	1.0	1	1	553	137	560961	0.547	0.0	17.2	0.9	37.9	11.2	32.8	18	dsDNAphage	linear	NODE_2_length_561142_cov_23.083689||1_partial	0.927	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_16_length_123017_cov_23.840508	107	122	111646	123015	0.987	0.987	107	122	111646	123015	0.987	0.987	1	1	122	116	123015	0.32	0.0	6.2	0.0	37.5	0.0	56.2	2	dsDNAphage	linear	NODE_16_length_123017_cov_23.840508||0_partial	0.987	dsDNAphage
CP19F2.fasta_final-viral-boundary.tsv	NODE_15_length_136125_cov_41.361372	38	51	28152	38850	0.927	0.927	38	51	28152	38850	0.927	0.927	1	1	148	1	136020	0.493	0.0	53.8	0.0	11.5	0.0	34.6	1	dsDNAphage	linear	NODE_15_length_136125_cov_41.361372||0_partial	0.927	dsDNAphage
CP20G1.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP20G1.fasta_final-viral-boundary.tsv	NODE_52_length_1265_cov_81.958754	1	2	54	1264	1.0	1.0	1	2	54	1264	NA	NA	0	1	2	54	1264	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_52_length_1265_cov_81.958754||full	1.0	ssDNA
CP20G1.fasta_final-viral-boundary.tsv	NODE_9_length_258624_cov_21.420028	203	257	206055	253374	0.9	0.94	203	257	206055	253374	0.9	1.0	1	1	261	166	258338	0.473	0.0	25.4	0.0	37.3	15.3	22.0	7	dsDNAphage	linear	NODE_9_length_258624_cov_21.420028||0_partial	0.9	dsDNAphage
CP20G1.fasta_final-viral-boundary.tsv	NODE_6_length_340635_cov_22.218559	76	111	105226	136182	0.887	0.933	76	111	105226	136182	0.887	0.973	1	1	292	235	340555	0.347	0.0	20.8	0.0	37.5	33.3	8.3	11	dsDNAphage	linear	NODE_6_length_340635_cov_22.218559||0_partial	0.887	dsDNAphage
CP20G1.fasta_final-viral-boundary.tsv	NODE_1_length_690819_cov_22.326204	527	625	614896	688659	0.953	0.987	527	626	614896	690509	0.927	1.0	1	1	626	459	690509	0.46	0.0	19.0	0.0	30.0	16.0	35.0	8	dsDNAphage	linear	NODE_1_length_690819_cov_22.326204||0_partial	0.953	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP3F2.fasta_final-viral-boundary.tsv	NODE_68_length_1045_cov_61.914256	1	2	9	1045	0.98	0.98	1	2	9	1045	NA	NA	0	1	2	9	1045	0.98	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_68_length_1045_cov_61.914256||full	0.98	ssDNA
CP3F2.fasta_final-viral-boundary.tsv	NODE_62_length_2108_cov_35.805515	1	3	57	2106	0.987	0.987	1	3	57	2106	NA	NA	0	1	3	57	2106	0.987	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	NODE_62_length_2108_cov_35.805515||full	0.987	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_59_length_3564_cov_46.288213	1	7	3	3563	0.92	0.92	1	7	3	3563	NA	NA	0	1	7	3	3563	0.92	0.0	14.3	0.0	28.6	14.3	42.9	1	dsDNAphage	linear	NODE_59_length_3564_cov_46.288213||full	0.92	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_41_length_37566_cov_168.671157	1	51	495	37297	0.993	1.0	1	51	495	37297	NA	NA	0	1	51	495	37297	0.993	0.0	2.0	0.0	74.5	2.0	21.6	16	dsDNAphage	linear	NODE_41_length_37566_cov_168.671157||full	0.993	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_20_length_111515_cov_17.782695	1	107	120	110884	0.833	0.867	1	107	120	110884	NA	NA	0	1	107	120	110884	0.833	0.0	31.8	0.0	28.0	22.4	17.8	7	dsDNAphage	linear	NODE_20_length_111515_cov_17.782695||full	0.833	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_6_length_328152_cov_18.623047	231	273	256608	293813	0.9	0.933	231	273	256608	293813	0.9	0.98	1	1	304	3	328004	0.333	0.0	38.2	0.0	29.1	20.0	12.7	10	dsDNAphage	linear	NODE_6_length_328152_cov_18.623047||0_partial	0.9	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_5_length_367743_cov_18.239935	42	127	32697	107956	0.907	0.953	42	130	32697	110607	0.9	1.0	1	1	349	1	367742	0.487	0.0	32.7	0.0	28.7	9.9	28.7	11	dsDNAphage	linear	NODE_5_length_367743_cov_18.239935||0_partial	0.907	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_29_length_74755_cov_18.753301	1	16	3	12479	0.973	0.973	1	16	3	12479	0.973	0.98	1	1	79	3	74449	0.347	0.0	21.4	0.0	10.7	28.6	39.3	2	dsDNAphage	linear	NODE_29_length_74755_cov_18.753301||0_partial	0.973	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_1_length_561412_cov_19.190754	240	424	278908	435496	0.9	0.913	240	424	278908	435496	0.9	1.0	1	1	553	182	561286	0.547	0.0	16.2	0.5	42.6	11.2	29.4	27	dsDNAphage	linear	NODE_1_length_561412_cov_19.190754||0_partial	0.9	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_1_length_561412_cov_19.190754	426	470	436757	470644	0.933	0.973	425	470	435620	470644	0.9	0.993	1	1	553	182	561286	0.547	0.0	29.3	1.7	27.6	13.8	27.6	1	dsDNAphage	linear	NODE_1_length_561412_cov_19.190754||1_partial	0.933	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_18_length_127803_cov_19.369972	1	38	3	29218	0.893	0.92	1	38	3	29218	0.893	0.98	1	1	129	3	127688	0.413	0.0	28.0	0.0	28.0	16.0	28.0	4	dsDNAphage	linear	NODE_18_length_127803_cov_19.369972||0_partial	0.893	dsDNAphage
CP3F2.fasta_final-viral-boundary.tsv	NODE_17_length_129541_cov_18.878267	73	109	67521	96395	0.907	0.947	73	109	67521	96395	0.907	1.0	1	1	136	2	129540	0.273	0.0	36.7	0.0	22.4	8.2	32.7	1	dsDNAphage	linear	NODE_17_length_129541_cov_18.878267||0_partial	0.907	dsDNAphage
CP5A.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP5A.fasta_final-viral-boundary.tsv	NODE_54_length_1265_cov_83.294613	1	2	2	1212	1.0	1.0	1	2	2	1212	NA	NA	0	1	2	2	1212	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_54_length_1265_cov_83.294613||full	1.0	ssDNA
CP5A.fasta_final-viral-boundary.tsv	NODE_1_length_691080_cov_22.321259	39	133	31961	116166	0.913	0.96	39	134	31961	116904	0.907	1.0	1	1	627	473	691080	0.46	0.0	29.6	0.0	28.7	11.1	30.6	8	dsDNAphage	linear	NODE_1_length_691080_cov_22.321259||0_partial	0.913	dsDNAphage
CP5A.fasta_final-viral-boundary.tsv	NODE_13_length_141780_cov_22.674022	41	76	39976	71969	0.873	0.9	41	76	39976	71969	0.873	0.967	1	1	140	152	141507	0.52	0.0	25.0	0.0	35.4	31.2	8.3	11	dsDNAphage	linear	NODE_13_length_141780_cov_22.674022||0_partial	0.873	dsDNAphage
CP5A.fasta_final-viral-boundary.tsv	NODE_11_length_158888_cov_22.114218	96	156	99369	153617	0.9	0.92	96	156	99369	153617	0.9	0.993	1	1	160	2	158581	0.593	0.0	26.2	0.0	35.4	16.9	21.5	7	dsDNAphage	linear	NODE_11_length_158888_cov_22.114218||0_partial	0.9	dsDNAphage
